,EIN_YEAR,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
832,,ALPHA PROJECT FOR THE HOMELESS,330215585,2016,06-30-2017,92103,0,0,0,0,1251303,6178785,1876303,7430088
833,,ALPHA PROJECT FOR THE HOMELESS,330215585,2015,06-30-2016,92103,0,0,0,0,2827016,2417961,1086372,5244977
834,,ALPHA PROJECT FOR THE HOMELESS,330215585,2014,06-30-2015,92103,0,0,0,0,4037724,1847458,676252,5885182
835,,ALPHA PROJECT FOR THE HOMELESS,330215585,2013,06-30-2014,0,0,0,0,0,2065058,4124494,469651,6189552
836,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2021,06-30-2022,92123,4791394,0,0,0,1368458,899021,0,7058873
837,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2020,06-30-2021,92123,5536302,0,108400,0,1403862,742336,0,7790900
838,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2019,06-30-2020,92123,6556292,0,0,0,2803722,1812137,7360,11172151
839,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2018,06-30-2019,92123,7049076,0,70375,0,509810,663710,0,8292971
840,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2017,06-30-2018,92123,7976397,0,0,0,79332,453929,143347,8509658
841,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2016,06-30-2017,92123,11952024,0,107258,0,913342,918225,1833,13890849
842,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2015,06-30-2016,92123,13299476,0,37500,0,901775,754543,10000,14993294
843,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2014,06-30-2015,92123,14528801,0,19500,0,69775,756087,5761,15374163
844,,UNITED WAY OF SAN DIEGO COUNTY,952213995,2013,06-30-2014,0,14649278,0,17000,0,57024,2012161,23815,16735463
845,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2021,06-30-2022,92115,0,0,0,0,0,695967,18000,695967
846,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2020,06-30-2021,92115,0,0,0,0,175000,127017,0,302017
847,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2019,06-30-2020,92115,0,0,42454,0,0,101691,0,144145
848,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2018,06-30-2019,92115,0,0,0,0,0,145494,0,145494
849,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2017,06-30-2018,92115,0,0,6304,0,0,82574,0,88878
850,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2016,06-30-2017,92115,0,0,0,0,0,116000,0,116000
851,,ALLIANCE FOR AFRICAN ASSISTANCE,931008369,2015,06-30-2016,92115,0,0,0,0,0,79620,0,79620
852,,OLIVE CREST,952877102,2021,06-30-2022,92705,0,0,1748370,0,30839048,10756763,1593022,43344181
853,,OLIVE CREST,952877102,2020,06-30-2021,92705,0,0,1059264,0,23230878,7369758,1305317,31659900
854,,OLIVE CREST,952877102,2019,06-30-2020,92705,0,0,869676,0,24484051,6938204,1041307,32291931
855,,OLIVE CREST,952877102,2018,06-30-2019,92705,4000,0,678924,0,23349562,7598041,1550404,31630527
856,,OLIVE CREST,952877102,2017,06-30-2018,92705,96,0,605500,0,16321385,7943754,1400071,24870735
857,,OLIVE CREST,952877102,2016,06-30-2017,92705,10864,0,966205,0,15660595,4203032,1888999,20840696
858,,OLIVE CREST,952877102,2015,06-30-2016,92705,17333,0,797844,0,15325148,5054602,1772273,21194927
859,,OLIVE CREST,952877102,2014,06-30-2015,92705,67625,0,1129690,0,16073654,3965729,2100567,21236698
860,,OLIVE CREST,952877102,2013,06-30-2014,0,76600,0,383135,0,15050240,3736113,1293855,19246088
861,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2021,12-31-2021,92123,0,0,0,0,1863289,10000,0,1873289
862,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2020,12-31-2020,92123,0,0,0,0,2015213,25000,0,2040213
863,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2019,12-31-2019,92123,0,0,0,0,1970684,262742,0,2233426
864,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2018,12-31-2018,92123,0,0,0,0,2193360,231560,0,2424920
865,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2017,12-31-2017,92123,0,0,0,0,1412677,763293,0,2175970
866,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2016,12-31-2016,92123,0,0,82700,0,1528859,1256636,0,2868195
867,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2015,12-31-2015,92123,0,0,74326,0,1470129,338135,0,1882590
868,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2014,12-31-2014,92123,0,0,37687,0,820992,382375,0,1241054
869,,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2013,12-31-2013,0,0,0,45878,0,828832,471764,0,1346474
870,,PATHFINDERS OF SAN DIEGO,952157559,2021,06-30-2022,92104,0,0,0,0,1752444,86334,0,1838778
871,,PATHFINDERS OF SAN DIEGO,952157559,2020,06-30-2021,92104,0,0,0,0,1582762,49186,0,1631948
872,,PATHFINDERS OF SAN DIEGO,952157559,2019,06-30-2020,92104,0,0,0,0,1191318,5658,0,1196976
873,,PATHFINDERS OF SAN DIEGO,952157559,2018,06-30-2019,92104,0,0,0,0,1174540,88694,0,1263234
874,,PATHFINDERS OF SAN DIEGO,952157559,2017,06-30-2018,92104,0,0,0,0,544103,44220,0,588323
875,,PATHFINDERS OF SAN DIEGO,952157559,2016,06-30-2017,92104,0,0,0,0,460914,165917,0,626831
876,,PATHFINDERS OF SAN DIEGO,952157559,2015,06-30-2016,92104,0,0,0,0,484499,37895,0,522394
877,,PATHFINDERS OF SAN DIEGO,952157559,2014,06-30-2015,92104,0,0,0,0,482738,52975,0,535713
878,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2020,06-30-2021,92101,0,0,327489,0,0,32833,22000,360322
879,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2019,06-30-2020,92101,0,0,581885,0,0,15000,0,596885
880,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2018,06-30-2019,92101,0,0,569952,0,0,0,0,569952
881,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2017,06-30-2018,92101,0,0,548869,0,0,0,0,548869
882,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2016,06-30-2017,92101,0,618896,591403,0,0,0,0,1210299
883,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2015,06-30-2016,92101,0,581296,0,0,0,133760,0,715056
884,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2014,06-30-2015,92101,0,596043,0,0,0,0,0,596043
885,,DOWNTOWN SAN DIEGO PARTNERSHIP INC,951729734,2013,06-30-2014,0,0,530544,0,0,0,0,0,530544
886,,Bilateral Safety Corridor Coalition,550806460,2022,12-31-2022,91950,0,0,0,0,291440,270209,0,570056
887,,Bilateral Safety Corridor Coalition,550806460,2021,12-31-2021,91950,0,0,0,0,239763,227448,0,467211
888,,Bilateral Safety Corridor Coalition,550806460,2020,12-31-2020,91950,0,0,0,0,161068,218547,6000,379615
889,,Bilateral Safety Corridor Coalition,550806460,2019,12-31-2019,91950,0,0,0,0,0,269047,0,269047
890,,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,12-31-2018,91950,0,0,0,0,0,297479,0,297479
891,,Bilateral Safety Corridor Coalition,550806460,2017,12-31-2017,91950,0,0,0,0,171066,159109,0,330175
892,,Bilateral Safety Corridor Coalition,550806460,2016,12-31-2016,91950,0,0,0,0,188786,236171,0,424957
893,,Bilateral Safety Corridor Coalition,550806460,2015,12-31-2015,91950,0,0,0,0,159442,117018,0,276460
894,,"KINGDOM CAUSES INC
CITY NET BEDROCK CREEK",571162424,2021,12-31-2021,90807,89250,0,0,0,429733,790394,27870,1309377
895,,"KINGDOM CAUSES INC
CITY NET BEDROCK CREEK",571162424,2020,12-31-2020,90807,9965,0,0,0,0,487546,139062,497511
896,,KINGDOM CAUSES INC,571162424,2019,12-31-2019,90807,39087,0,0,0,0,1035566,952925,1074653
897,,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2018,12-31-2018,90807,0,0,0,0,0,113906,0,113906
898,,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2017,12-31-2017,90809,0,0,0,0,22500,172350,0,194850
899,,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2016,12-31-2016,90809,0,0,0,0,45928,100072,0,146000
900,,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2015,12-31-2015,90809,0,0,0,0,57119,177099,0,234218
901,,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2014,12-31-2014,90809,0,0,0,10335,269904,449840,0,730079
902,,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2013,12-31-2013,0,0,0,0,18375,106888,274500,0,399763
903,,Karen Organization of San Diego,272917644,2021,12-31-2021,92105,0,0,0,0,298246,670453,0,968699
904,,Karen Organization of San Diego,272917644,2020,12-31-2020,92105,0,0,0,0,123825,384902,0,508727
905,,Karen Organization of San Diego,272917644,2019,12-31-2019,92105,0,0,0,0,0,169503,0,169503
906,,Karen Organization of San Diego,272917644,2018,12-31-2018,92105,0,0,0,0,0,188071,0,188071
907,,Karen Organization of San Diego,272917644,2017,12-31-2017,92105,0,0,0,0,0,132638,0,135526
908,,Karen Organization of San Diego,272917644,2016,12-31-2016,92105,0,0,0,0,0,139470,0,139470
909,,Karen Organization of San Diego,272917644,2015,12-31-2015,92105,0,0,0,0,0,103388,0,103388
910,,ST PAUL'S EPISCOPAL HOME INC,952111196,2020,08-31-2021,92103,0,0,0,460593,1014136,2605006,15000,4079735
911,,ST PAUL'S EPISCOPAL HOME INC,952111196,2019,08-31-2020,92103,0,0,0,120352,2116459,937706,0,3174517
912,,ST PAUL'S EPISCOPAL HOME INC,952111196,2018,08-31-2019,92103,0,0,0,175050,5330,1620000,0,1800380
913,,ST PAUL'S EPISCOPAL HOME INC,952111196,2017,08-31-2018,92103,0,0,0,277177,0,263586,0,540763
914,,ST PAUL'S EPISCOPAL HOME INC,952111196,2016,08-31-2017,92103,0,0,0,1683986,0,1718750,0,3402736
915,,ST PAUL'S EPISCOPAL HOME INC,952111196,2014,08-31-2015,921036522,0,0,0,503809,83178,0,0,586987
916,,ST PAUL'S EPISCOPAL HOME INC,952111196,2013,08-31-2014,0,0,0,0,0,0,2001843,0,2001843
917,,COMMUNITY HOUSING WORKS,330317950,2021,12-31-2021,92108,0,0,0,1275925,2407658,1487867,0,5171450
918,,COMMUNITY HOUSING WORKS,330317950,2020,12-31-2020,92108,0,0,0,3252996,1628956,1364328,0,6246280
919,,COMMUNITY HOUSING WORKS,330317950,2019,12-31-2019,92108,0,0,0,2915400,1426417,944973,0,5286790
920,,COMMUNITY HOUSING WORKS,330317950,2018,12-31-2018,92108,0,0,0,0,5739760,988317,0,6728077
921,,COMMUNITY HOUSING WORKS,330317950,2017,12-31-2017,92108,0,0,201036,0,847813,557296,0,1606145
922,,COMMUNITY HOUSING WORKS,330317950,2016,12-31-2016,92108,0,0,178333,0,910318,501953,0,1590604
923,,COMMUNITY HOUSING WORKS,330317950,2015,12-31-2015,92108,0,0,0,0,2257896,1355637,0,3613533
924,,COMMUNITY HOUSING WORKS,330317950,2014,12-31-2014,92108,0,0,0,0,0,2127522,0,2127522
925,,COMMUNITY HOUSING WORKS,330317950,2013,12-31-2013,0,0,0,0,0,0,3077285,0,3077285
926,,"ADJOIN
FORMERLY COMMUNITY CATALYSTS OF CA",330008269,2021,12-31-2021,92123,0,0,0,0,11022640,15265,0,11037905
927,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2020,12-31-2020,92111,0,0,0,0,7508861,136902,0,7645763
928,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2019,12-31-2019,92111,0,0,0,0,4315826,18835,0,4334661
929,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2018,12-31-2018,92111,0,0,0,0,4486116,15457,0,4501573
930,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2017,12-31-2017,92111,0,0,0,0,4079963,13450,0,4093413
931,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2016,12-31-2016,92111,0,0,0,0,4117430,14732,0,4132162
932,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2015,12-31-2015,92111,0,0,0,0,2577779,15146,0,2592925
933,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2014,12-31-2014,92111,0,0,0,0,2111479,23405,0,2134884
934,,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2013,12-31-2013,0,0,0,0,0,1057513,29269,0,1086782
935,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2021,06-30-2022,92114,1540,0,0,0,20005029,372324,6675,20378893
936,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2020,06-30-2021,92114,2330,0,0,0,16520044,2875583,0,19397957
937,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2019,06-30-2020,92114,1859,0,0,0,14166199,2669644,0,16837702
938,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2018,06-30-2019,92114,3151,0,0,0,13243289,3568421,0,16814861
939,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2017,06-30-2018,92114,3609,0,15000,0,12367467,3883995,0,16270071
940,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2016,06-30-2017,92114,1677,0,10000,0,12558042,4108352,19250,16678071
941,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,06-30-2016,92114,2336,0,0,0,13495410,5125303,9234,18623049
942,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,06-30-2015,92114,3514,0,0,0,12988512,3613017,0,16605043
943,,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,06-30-2014,0,4012,0,0,0,10148597,3759271,0,13911880
944,,SVDP Management Inc,330492304,2021,12-31-2021,921023332,0,0,0,0,1563590,6337890,5901007,7901480
945,,SVDP MANAGEMENT INC,330492304,2020,12-31-2020,921023332,0,0,0,0,4472823,5016886,4787018,9489709
946,,SVDP MANAGEMENT INC,330492304,2019,12-31-2019,921023332,0,0,0,0,578517,15544341,5811788,16122858
947,,SVDP MANAGEMENT INC,330492304,2018,12-31-2018,921023332,0,0,0,0,102020,2137155,2067214,2239175
948,,SVDP MANAGEMENT INC,330492304,2017,12-31-2017,921023332,0,0,0,0,279676,6295355,5923230,6575031
949,,SVDP Management Inc,330492304,2016,12-31-2016,921023332,0,0,0,0,242055,2887758,2649029,3129813
950,,SVDP MANAGEMENT INC,330492304,2015,12-31-2015,921023332,0,0,0,0,560794,2189344,2070609,2750138
951,,SVDP MANAGEMENT INC,330492304,2014,12-31-2014,921023332,0,0,0,0,53414,4343339,3008521,4396753
952,,SVDP MANAGEMENT INC,330492304,2013,12-31-2013,0,0,0,0,0,31775,3870896,3306989,3902671
953,,EPISCOPAL COMMUNITY SERVICES,951945256,2021,06-30-2022,91950,0,0,194185,0,29144007,718360,0,30056552
954,,EPISCOPAL COMMUNITY SERVICES,951945256,2020,06-30-2021,91950,0,0,151115,0,26417739,606991,0,27175845
955,,EPISCOPAL COMMUNITY SERVICES,951945256,2019,06-30-2020,91950,0,0,168750,0,26628948,568432,76845,27366130
956,,EPISCOPAL COMMUNITY SERVICES,951945256,2018,06-30-2019,91950,0,0,137949,0,25902728,527617,129159,26568294
957,,EPISCOPAL COMMUNITY SERVICES,951945256,2017,06-30-2018,91950,0,0,124077,0,23934591,719216,0,24777884
958,,Episcopal Community Services,951945256,2016,06-30-2017,91950,0,0,101625,0,22673613,301556,0,23076794
959,,Episcopal Community Services,951945256,2015,06-30-2016,91950,0,0,51225,0,22100447,340084,0,22491756
960,,EPISCOPAL COMMUNITY SERVICES,951945256,2014,06-30-2015,91950,2158,0,40700,0,21298296,289319,0,21630473
961,,EPISCOPAL COMMUNITY SERVICES,951945256,2013,06-30-2014,0,2552,0,19000,0,19316434,323170,0,19661156
962,,THINK DIGNITY,331146733,2022,12-31-2022,92104,0,0,63722,0,213571,256658,19922,533951
963,,THINK DIGNITY,331146733,2021,12-31-2021,92104,0,0,45695,0,189346,273056,63404,508097
964,,THINK DIGNITY,331146733,2020,12-31-2020,92104,0,0,0,0,217312,305452,37406,522764
965,,THINK DIGNITY,331146733,2019,12-31-2019,92104,0,0,48628,0,129001,125440,43807,303069
966,,THINK DIGNITY,331146733,2018,12-31-2018,92104,0,0,33682,0,114747,324226,25426,472655
967,,THINK DIGNITY,331146733,2017,12-31-2017,92104,0,4925,11158,0,106172,255771,0,381968
968,,Think Dignity,331146733,2016,12-31-2016,92104,0,3445,20231,0,121084,114551,11272,259311
969,,Girls Think Tank,331146733,2014,12-31-2014,92101,0,8885,0,0,0,94368,0,103253
970,,SDHC BUILDING OPPORTUNITIES INC,821946283,2021,06-30-2022,92101,0,0,0,0,0,353094,0,353094
971,,SDHC BUILDING OPPORTUNITIES INC,821946283,2020,06-30-2021,92101,0,0,0,0,0,116000,0,116000
972,,SDHC BUILDING OPPORTUNITIES INC,821946283,2019,06-30-2020,92101,0,0,0,0,0,366114,0,366114
973,,KIKU GARDENS INC,953368020,2021,06-30-2022,91911,0,0,0,0,0,1600,0,1600
974,,Kiku Gardens Inc,953368020,2020,06-30-2021,91911,0,0,0,0,0,500,0,500
975,,Kiku Gardens Inc,953368020,2019,06-30-2020,91911,0,0,0,0,0,1375,0,1375
976,,Kiku Gardens Inc,953368020,2018,06-30-2019,91911,0,0,0,0,0,4500,0,4500
977,,Kiku Gardens Inc,953368020,2017,06-30-2018,91911,0,0,0,0,0,1301200,0,1301200
978,,Kiku Gardens Inc,953368020,2016,06-30-2017,91911,0,0,0,0,0,0,0,0
979,,Kiku Gardens Inc,953368020,2015,06-30-2016,91911,0,0,0,0,0,160,0,1285
980,,KIKU GARDENS INC,953368020,2014,06-30-2015,91911,0,0,0,0,0,0,0,0
981,,CRASH INC,952653869,2021,06-30-2022,92108,0,0,0,0,4752251,13877,0,4766128
982,,CRASH INC,952653869,2020,06-30-2021,92108,0,0,0,0,0,12102,0,12102
983,,CRASH Inc,952653869,2019,06-30-2020,92108,0,0,0,0,0,10140,0,10140
984,,CRASH Inc,952653869,2018,06-30-2019,92108,0,0,0,0,0,19567,0,19567
985,,CRASH Inc,952653869,2017,06-30-2018,92108,0,0,0,0,0,5869,0,5869
986,,CRASH Inc,952653869,2016,06-30-2017,92108,0,0,0,0,0,10393,0,10393
987,,CRASH Inc,952653869,2015,06-30-2016,92108,0,0,0,0,0,12407,0,12407
988,,CRASH Inc,952653869,2014,06-30-2015,92108,0,0,0,0,0,2979,0,2979
989,,CRASH Inc,952653869,2013,06-30-2014,0,0,0,0,0,0,12130,0,12130
990,,Interfaith Community Services Inc,953837714,2021,06-30-2022,92025,0,0,0,0,1841932,7012518,686697,8854450
991,,Interfaith Community Services Inc,953837714,2020,06-30-2021,92025,0,0,0,0,0,8230080,609510,8230080
992,,Interfaith Community Services Inc,953837714,2019,06-30-2020,92025,371,0,0,0,0,7188385,840491,7188756
993,,Interfaith Community Services Inc,953837714,2018,06-30-2019,92025,7874,0,0,0,0,4659335,931132,4667209
994,,Interfaith Community Services Inc,953837714,2017,06-30-2018,92025,2794,0,0,0,0,6715132,859409,6717926
995,,Interfaith Community Services Inc,953837714,2016,06-30-2017,92025,2721,0,0,0,0,8376642,790662,8379363
996,,Interfaith Community Services Inc,953837714,2015,06-30-2016,92025,2401,0,0,0,0,4366929,635553,4369330
997,,Interfaith Community Services Inc,953837714,2014,06-30-2015,92025,3029,0,0,0,0,4472449,665579,4475478
998,,INTERFAITH COMMUNITY SERVICES INC,953837714,2013,06-30-2014,0,6806,0,0,0,0,3613283,887487,3620089
999,,URBAN STREET ANGELS INC,465055513,2021,12-31-2021,92101,0,0,0,0,3099056,482512,0,3581568
1000,,URBAN STREET ANGELS INC,465055513,2020,12-31-2020,92101,0,0,0,0,2397198,225223,0,2622421
1001,,URBAN STREET ANGELS INC,465055513,2019,12-31-2019,92101,0,0,0,0,1597401,414072,0,2011473
1002,,URBAN STREET ANGELS INC,465055513,2018,12-31-2018,92101,0,0,24381,0,713895,112174,0,850450
1003,,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2021,12-31-2021,95814,0,0,0,0,2186940,161051,0,2347991
1004,,CALIFORNIA INDIAN LEGAL SERVICES INC,941676390,2020,12-31-2020,92025,0,0,0,0,2026456,18802,0,2045258
1005,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2021,12-31-2021,92021,0,0,0,0,0,4219724,3264414,4219724
1006,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2020,12-31-2020,92021,0,0,0,0,0,3247868,2243641,3247868
1007,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2019,12-31-2019,92021,0,0,0,0,0,1616436,1140751,1616436
1008,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2018,12-31-2018,92021,0,0,0,0,0,2215373,1511646,2215373
1009,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2017,12-31-2017,92021,0,0,0,0,80004,1549664,905744,1629668
1010,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2016,12-31-2016,92021,0,0,0,0,164573,692054,580726,856627
1011,,"EAST COUNTY TRANSITIONAL LIVING
CENTER INC",270865318,2015,12-31-2015,92021,0,0,0,0,77030,633257,412106,710287
1012,,"EAST COUNTY TRANSITIONAL
LIVING CENTER INC",270865318,2014,12-31-2014,92021,0,0,0,0,0,205197,75,205197
1013,,"EAST COUNTY TRANSITIONAL
LIVING CENTER INC",270865318,2013,12-31-2013,0,0,0,0,0,140946,668090,563555,809036
1014,,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2021,06-30-2022,92020,0,0,0,0,0,9025,0,9025
1015,,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2020,06-30-2021,92020,0,0,0,0,0,26081,0,26081
1016,,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704,2019,06-30-2020,92020,0,0,0,0,7000,270323,0,277323
1017,,VOICES OF OUR CITY CHOIR INC,822363154,2021,12-31-2021,92112,0,0,0,0,98522,524278,17583,622800
1018,,Voices of Our City Choir Inc,822363154,2020,12-31-2020,92112,0,0,0,0,70500,330590,0,401090
1019,,Voices of Our City Choir Inc,822363154,2019,12-31-2019,92112,0,0,0,0,0,237154,0,237154
1020,,Deaf Community Services of San Diego Inc,330006089,2021,06-30-2022,92108,1801,0,0,0,1870912,70092,0,1942805
1021,,Deaf Community Services of San Diego Inc,330006089,2020,06-30-2021,92108,1980,0,0,0,1942352,134573,0,2078905
1022,,Deaf Community Services of San Diego Inc,330006089,2019,06-30-2020,92108,2787,0,0,0,2656426,144693,0,2803906
1023,,Deaf Community Services of San Diego Inc,330006089,2018,06-30-2019,92108,3178,0,34205,0,2111657,165828,0,2314868
1024,,Deaf Community Services of San Diego Inc,330006089,2017,06-30-2018,92108,2240,0,0,0,1438267,124495,0,1565002
1025,,ELDERHELP OF SAN DIEGO,952880426,2021,06-30-2022,92123,0,0,105366,0,451724,791373,10245,1348463
1026,,ELDERHELP OF SAN DIEGO,952880426,2020,06-30-2021,92123,0,0,109324,0,574130,1219917,37648,1903371
1027,,ELDERHELP OF SAN DIEGO,952880426,2019,06-30-2020,92123,0,0,51009,0,318368,1075276,34594,1444653
1028,,ELDERHELP OF SAN DIEGO,952880426,2018,06-30-2019,92123,0,0,53375,0,313363,762231,37263,1128969
1029,,ELDERHELP OF SAN DIEGO,952880426,2016,06-30-2017,92123,0,0,42430,0,357117,1052228,0,1451775
1030,,ELDERHELP OF SAN DIEGO,952880426,2015,06-30-2016,92123,0,0,40155,0,345108,916212,0,1301475
1031,,ELDERHELP OF SAN DIEGO INC,952880426,2014,06-30-2015,92120,0,0,26324,0,262646,721974,0,1010944
1032,,ELDERHELP OF SAN DIEGO INC,952880426,2013,06-30-2014,0,0,0,41574,0,260872,591028,1890,893474
1033,,CRISIS HOUSE,330217339,2021,06-30-2022,92071,0,0,0,0,2812646,0,74537,2812646
1034,,CRISIS HOUSE,330217339,2020,06-30-2021,92071,0,0,0,0,1923024,491981,49511,2415005
1035,,Crisis House,330217339,2019,06-30-2020,92020,0,0,0,0,1933389,437262,74525,2370651
1036,,Crisis House,330217339,2018,06-30-2019,92020,0,0,10770,0,1424698,512193,118107,1947661
1037,,Crisis House,330217339,2017,06-30-2018,92020,0,0,0,0,1433825,346726,183702,1780551
1038,,Crisis House,330217339,2016,06-30-2017,92020,0,0,0,0,802795,342525,189186,1145320
1039,,Crisis House,330217339,2015,06-30-2016,92020,0,0,0,0,756702,273265,169610,1029967
1040,,Crisis House,330217339,2014,06-30-2015,92020,0,0,0,0,761869,273527,164026,1035396
1041,,Crisis House,330217339,2013,06-30-2014,0,0,0,0,0,789054,207241,151705,996295
1042,,SERVING SENIORS,952850121,2021,06-30-2022,92101,0,0,129000,0,8663919,3595528,0,12388447
1043,,SERVING SENIORS,952850121,2020,06-30-2021,92101,0,0,250845,0,10529880,2712201,0,13492926
1044,,SERVING SENIORS,952850121,2019,06-30-2020,92101,0,0,53970,0,5623675,3947673,0,9625318
1045,,SERVING SENIORS,952850121,2018,06-30-2019,92101,0,0,161620,0,4078668,2248135,124834,6488423
1046,,SERVING SENIORS,952850121,2017,06-30-2018,92101,0,0,101071,0,3298204,1739118,236047,5138393
1047,,SERVING SENIORS,952850121,2014,06-30-2015,92101,0,0,0,0,3260642,1926705,565000,5187347
1048,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2020,09-30-2021,92127,0,0,0,0,0,0,0,0
1049,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2019,09-30-2020,92127,0,0,0,0,0,0,0,0
1050,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2018,09-30-2019,92127,0,0,0,0,54330,0,0,54330
1051,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2017,09-30-2018,92127,0,0,0,0,56517,0,0,56517
1052,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2016,09-30-2017,92127,0,0,0,0,55911,0,0,55911
1053,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2015,09-30-2016,92127,0,0,0,0,56788,0,0,56788
1054,,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2014,09-30-2015,92127,0,0,0,0,55336,0,0,55336
1055,,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,06-30-2021,92123,0,0,0,0,17841834,183535,0,18025369
1056,,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,06-30-2020,92123,0,0,0,0,9344677,182239,0,9526916
1057,,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,06-30-2019,92123,0,0,0,0,2505451,865020,0,3370471
1058,,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2017,06-30-2018,92123,0,0,0,0,2021667,738875,0,2760542
1059,,Regional Task Force on the Homeless,113723093,2016,06-30-2017,92123,0,6677,0,0,1922156,65214,0,1994047
1060,,Regional Task Force on the Homeless,113723093,2015,06-30-2016,92123,0,0,0,0,1110060,47330,0,1157390
1061,,Regional Task Force on the Homeless Inc,113723093,2014,06-30-2015,92123,0,0,0,0,991765,94796,0,1086561
1062,,ABLE-DISABLED ADVOCACY INC,953031682,2020,09-30-2021,92105,0,0,0,0,1945475,284250,220883,2229725
